39.984094,116.319236,1224712385
39.984198,116.319322,1224712386
39.984224,116.319402,1224712391
39.984211,116.319389,1224712396
39.984217,116.319422,1224712401
39.98471,116.319865,1224712403
39.984674,116.31981,1224712408
39.984623,116.319773,1224712413
39.984606,116.319732,1224712418
39.984555,116.319728,1224712423
39.984579,116.319769,1224712428
39.984579,116.319769,1224712431
39.984577,116.319766,1224712433
39.984611,116.319822,1224712438
39.984959,116.319969,1224712443
39.985036,116.320056,1224712444
39.984741,116.320037,1224712445
39.98462,116.32012,1224712447
39.98453,116.320242,1224712451
39.984508,116.320331,1224712456
39.984537,116.320443,1224712461
39.984529,116.320573,1224712466
39.984466,116.320683,1224712470
39.984409,116.320778,1224712474
39.98432,116.320808,1224712478
39.984252,116.320826,1224712483
39.984238,116.320844,1224712488
39.984232,116.320853,1224712493
39.984246,116.32087,1224712498
39.984266,116.320876,1224712503
39.984284,116.320922,1224712508
39.984349,116.320935,1224712513
39.98436,116.320924,1224712518
39.984334,116.320914,1224712523
39.984225,116.320923,1224712528
39.984119,116.320926,1224712532
39.984007,116.320958,1224712536
39.983916,116.32098,1224712539
39.98382,116.321003,1224712542
39.983724,116.321005,1224712545
39.98363,116.321032,1224712548
39.983535,116.321053,1224712551
39.983434,116.321077,1224712554
39.983329,116.321087,1224712557
39.983212,116.321099,1224712560
39.983088,116.321126,1224712563
39.982974,116.321144,1224712566
39.982878,116.321185,1224712569
39.982782,116.3212,1224712572
39.982688,116.321225,1224712577
39.982586,116.321225,1224712579
39.982478,116.321214,1224712582
39.982366,116.321192,1224712586
39.982254,116.321191,1224712590
39.98216,116.321188,1224712594
39.982069,116.321219,1224712598
39.98198,116.321244,1224712602
39.981885,116.321277,1224712605
39.981777,116.321291,1224712608
39.981674,116.321294,1224712610
39.981561,116.321297,1224712613
39.981441,116.321305,1224712615
39.981346,116.321293,1224712617
39.981252,116.321314,1224712620
39.981158,116.321307,1224712623
39.98106,116.321323,1224712626
39.980961,116.321333,1224712629
39.98086,116.321351,1224712633
39.980773,116.321312,1224712636
39.980678,116.321324,1224712639
39.980584,116.321342,1224712642
39.980495,116.321382,1224712645
